kalimat,status
oooh ih uhh ooh uh ihhh,2
ih uh iih ehh ohh aaah ihh ihh uhhh ah ohh ohh ehhh oooh ah ehhh eh ihh ahhh ahhh ohhh ehhh aaah ahhh eeh ahhh ehhh oooh ehh aaah,0
ihhh ahh aah uh ehhh eh aah ih eeeh iiih uhhh aaah ehhh oooh aaah eeeh uuuh ooh oh uhh oooh ahhh uhh oooh oooh ah eh,2
uhhh oh ihhh ohhh ehh ehh ihhh oh ahhh uuh ih oooh aah uuh ohhh eeeh oh uhhh ooh ooh aah ohh ooh ohh ehhh oooh,2
ah eh oooh ohhh ahhh ahhh ohhh uhhh iiih ehh ahhh aaah iih oooh ah ehh ih uuuh ooh ahh ehh ihhh ahhh oooh uh uuh eh eh ohh,0
iiih uuuh uuuh ahh ah ohh oh ehhh ihh uuh uh ahhh ehh aaah ohhh uhhh ehhh ahhh ihhh aaah uuuh ahhh aaah ah ihh oh ehhh eeeh ohh,0
ooh ohh eeeh aah uhh ooh ooh oh aaah oh aaah ih oooh ohh iiih ehhh ehhh aah ohhh ah,2
ih iih uuh aah ihh ehhh,2
uhhh ooh ohhh uuh ohh uhhh oooh ehh ahhh eeeh ahh ooh ihh eh uhh aah ohh aaah ih oooh eeeh eeh ehhh eeeh ahh eeh uh ehhh ohhh,2
ohh ehh uhhh oh ehhh aaah ih ih iiih ohh aaah uh aah iih aaah ohhh ihhh ooh ehhh uuh aah,2
ihhh ihhh oooh ihh iiih uuuh ah oh aah ehh ohh uhh eeeh uhhh ah ohh uuuh uh ihh uhh eeeh,1
ahh ah oooh ah oooh,0
uuuh ih uuh iih ehhh eeh ooh,2
eeeh eeeh uhh ohhh oh ehhh aaah eeh ih aaah ohhh ahhh iih uh oh,0
ehhh eh eeeh ahh ehh uuh ihh ahhh eh ihhh aaah aaah aah oh,2
eeeh uh ahh eeeh ooh uuuh ihhh ooh ohh eeh iiih ehhh ahh uhhh eh ohhh ah ih ooh aaah ih ahh ooh ih iih eeh ooh ahhh,2
uh ahh ihh iiih ooh eh,2
ohhh ihhh uhhh ehh oh ohh ahhh ih iih ih,0
ah ahhh aaah uhh uuuh aah iiih uhhh ahhh iiih ihhh oh uh ehhh oh uuh uuh eeh ih ih ih,2
ooh ehh uuh uuuh aaah oooh uhh uuuh ooh ahh eeh ihh ah,0
uhhh ihhh ihh uhhh ah oooh ehh ihh uuuh aah uh ohhh ehh uuuh ihh ahh ihh eeeh eeeh oooh aaah uh eeh iih oooh uhh oh ih ohh eeeh,0
uhhh iiih ahh uhhh uhhh ihh aah ahh uuuh ehhh iiih,2
ohh uhh ehh oh ihh ohh ih ihh iih,1
ih iiih iih aah uhhh uuuh,1
eeeh uuuh oh ohhh eeeh,1
uuuh ihh ooh eeeh oooh ahh aah iih ohhh ih oooh aah eeh uuh uhh uhh ihh eh iiih ehh uuuh uuh ehh uuh eeeh uh ahh ohhh,2
uuh uh aah eh ahh eh uuh iiih oh oh iiih aaah ahhh ooh aah ohh ihhh eeeh uh ihhh aaah ehh ehhh ohh ih uhhh,2
ih aaah ihh uuh ahh ooh ohh uhhh aaah uh oh eeeh,1
ooh iiih uuuh ohh uuuh aaah ih ehhh oh aaah uuuh ih ooh uuh ahhh,2
ohhh eh ahh ehh eeeh uhh uuuh uh ih uh uuh aaah ahhh uuh eeeh,2
oh ihhh iiih ohhh ohh eeeh uhh oooh ihhh ohh uhh ahh ehhh ehhh ihh uuh uuh eeh ahh uuh uhhh ohhh iih iiih,2
oooh eeeh ahhh ahh ahhh uuh,1
iih ooh ahh uuuh ooh ahhh ahhh iiih ihhh uhhh ohh ahhh aah ehh ah uuuh ehh iiih eeh aaah ooh ih ehh ah aah,0
ehhh aaah aaah aaah ehh uuuh iiih ih uhhh eeh eeeh ihhh aaah ahhh aaah ohh ihhh ohhh ohh uhhh ehhh eeh uhh ooh oooh ooh ahhh aaah ah ih,0
aaah uh ohh ohh eeh ahh aah ahhh aaah ehhh ah ih oh ah aaah ohhh ihhh eeeh,0
ohhh uuuh aaah ehh eh eh ehh ih ooh ihhh eeeh eh uuuh ohhh iiih ehh ehh ih ihh ihh aah,1
ihh ihhh ihh ihh oooh uhh aah ih uh ahhh ahh,1
ehh aah aaah ah ooh,1
iiih ohhh ah uhhh aah ooh iiih uh ihh ahhh uh ah oooh iiih uh uuuh ah uuh uuuh ohh ehhh iiih ih iiih aaah uuh ah uuh aaah ihh,0
ohh ohh ohh oooh uhhh iih eeeh ehh ehh aah ih eh iiih ehhh ohhh uuh,2
uuuh ooh uuuh ooh oooh ehhh ehh uhh ah eh oooh aaah eeh ehhh ehhh eeh ehh ehhh ehh eeeh ohh,1
ehhh uhh ah ahh eeh ooh ihh uuuh aah ahhh ohhh eeeh uuh ah uuh eeh uuh eeh ehhh aaah ihhh uhhh ohh aaah uuuh iih oooh uuuh uhhh eeeh,0
ihhh eeeh uhhh uh aaah ih ehhh uhhh aah uhh aaah aaah aaah,1
ehh uuuh oooh eeh uuuh uuh ahhh eh ih ehhh uuh ihh eeeh ahh uhh ahhh ohhh ahhh ah uhhh uuuh,0
ahhh ah oh uh ehh ihh ehh uh oooh aaah ihh ohhh uuuh iih eeh ohh uuuh uhh iih eh iih aah ooh ahhh,0
ooh uhh iiih ihh ah uhhh uh uhhh ahhh ohhh iiih eeh aaah uhh ih oh eh oh aah iih,0
ahhh eeeh uuuh aah ehh eeeh iih ihhh ihhh ah oooh ah eh uuuh uuuh uh ahhh uuh ehhh aaah eeh uhh ahh ahhh aah uuuh uhh aah ihhh,1
uh uuh ihhh aaah uuuh uh uuuh ooh ooh uhh ohh ehh uuh ihh uhh ooh ehhh iih ah ahh oh ihh aaah iih,0
ih ah aaah ehhh ehhh uuuh ohhh uh ih ahhh ehh ihhh ooh uhhh aah ooh aah eeh eeeh eeeh ihhh uh oooh iih,1
aah ihh ohh eh uhh oooh ih oooh oooh ihhh ohhh ahhh ehh eh uh oooh uuh uh eeeh uhhh ahh aah uh aaah ahh uhh uhh,2
ah iiih uuh iih ahh ohhh,1
ahh oooh ah uuh ahhh,1
eeeh ohhh aaah oh ahhh iiih eeh uuh uh uh uuuh ohh ih iiih oh uh ihhh ahh,0
iih ohh iih iiih ohh ihh iih eeh eeeh uhh ehh uuuh iih uuuh ihhh ahh oooh oooh uhh aah ehh oh eeeh aah,0
eeh ehh ohh uuuh uhh ohhh ahhh ahhh ihhh ohhh ahhh ahhh ahh uuh oooh ahhh ehh ooh ooh uhh ahhh eeeh ah iih iiih ooh ihh uhhh ohh uuh,0
oooh ah uhhh oh ihhh uh oh uh aah ahh ihhh aah uuuh uh ih oooh ahhh ohhh eeh ohhh,0
eeh ooh oh uuh uuh oh ehhh eh ihh iiih aah eeeh ohh iiih ohhh uuuh uh ihhh ehh ihhh ihhh aaah uhhh aah ahh,2
ihh ohh eeh uuuh uh ehh eeh ehh ohh eeeh ih iiih ihhh eeeh,1
uhhh eeh iiih eeh oooh aaah oooh,0
ehhh ihhh ohhh uuuh iih ihh ah eh uh aaah,0
iih iiih ah uuuh uuuh uuh eh uhhh ahh ahhh oooh iiih ahh iih ihhh uuh eeeh aaah eeeh uhhh ih ihh ehh eeh ehh ahh,0
ih ehhh iiih ahhh aah iih,2
oh ihh oh uuuh iih ehh iiih oh uuh iih uhhh ehhh eeh uhh ehh oh iiih uuuh aaah ah ihh uhhh ohhh ehhh aah iih ehhh ooh,0
ah aaah aah eeh ihh ihhh eeeh ihhh uh iih ooh oh ehhh eeh ehh aah uuh ihhh,1
uhh ihh uhh ah eeh ihh uuuh ooh uhh ihh ehh aaah,0
ahh ahhh ehh oooh ehhh ih eh ahh uuh uh uuuh ihhh ooh ah aah iiih uhh uh ooh oooh iiih uhhh uuuh oooh oooh eeh aaah ah,0
ehh eh oh ah ehh ooh uuuh ah ohhh ahhh aah ihhh ohhh ah ihhh eeh ah eeh uhhh ahh aaah ooh uhhh uuuh iih iiih uuuh ihhh,0
uuh uhhh aah uuh ooh,2
ihhh ih ahhh aah ihhh ohhh uhh ooh ahh,2
ehhh uuh ohhh ihhh ohh eeh ehhh aaah aaah ah uuh ihhh uuh ahhh,2
ohh ahhh iih aaah ehh uuh uh ah aaah uuuh ehh,0
ihhh ooh ohh oh ehhh aaah ah ehhh ohhh uhh,2
ih ehhh iih ehhh oooh uh ehhh eh uuuh ooh aah ihhh iiih uhhh aaah uh ooh uuh ohh oooh ohhh,2
ohh oh aah uuh ahhh ahhh eeeh ooh ehhh eeh uuh uhhh ahh aah,2
ohhh oh ooh eeeh ahhh eh ooh iih ooh oh uh uh eeeh ahh uhhh ihhh ihh eh uhh iiih eeeh eh uhh oh eeeh oh ohh,2
uuuh uhhh ohhh aah oh eeh ah ohhh ooh uhhh uhhh ihhh,0
aaah ihhh uuuh uuh eeh ihhh ohh ahhh ooh uhh oh uhhh,1
ohhh eeeh ahh ahh eh oh ih uhhh ehh ih ohhh aah uuuh eeeh ihh ahhh ehh ihhh ohhh uhhh eeh ahhh uhhh oooh uuh ohh,0
ah eeeh uuh ihh ihhh uh ih ehhh ohhh ihh oooh eh,1
ih eeh uh ihhh ohh ah eeeh ehh oh ihhh uuuh eeh aah ih oh oh ahh oooh ehhh eh uhh ohh iiih uuh ahh iiih ahh,2
ooh uuh eeeh eeh ohh eeeh ohhh uhhh aaah aaah eeeh ahh iiih ooh,2
oooh ohh oooh eeeh ih ih uh ihh ahh uh iih,1
ah iih uhh ihh iiih eeeh uuh aaah ehh uuuh uh,0
ehhh eeh eh iiih ahh oh ihh aaah ehh ehhh uuh uhhh ihhh ahhh aaah eh eeeh oooh,1
uuh uh uuh uhhh eh ah oh iiih uhh iiih aaah uuh iiih aaah aaah ehhh uhh eh uh aah ooh ihhh ohhh eh iiih,2
uuuh ahhh oooh uhh eeh uhh aah ihhh ooh ahh oh ohhh iih uhhh ihh ohh eeeh uuuh uh ihhh aah ohh eh,2
aah oooh uuh ehhh uhh ooh ohhh ehh ahh ooh aah ehh eeeh uuh ehh eeeh ohhh aaah aaah uhh ooh uuh,2
aaah oh uhh aaah iiih ohhh ehhh ehhh ahhh uhh ah ihhh eh ahhh ooh iiih ihhh ehh ahhh uuh uh iiih ehh ihhh ohh,2
uuh aah ihhh aaah eh aaah ihh oh ohhh iiih uhh ihh ah ooh oooh oooh uhhh ooh ih uh ahh uh ahhh oh,0
ah ehh ahhh oh oooh aah,0
iiih iiih uhhh ihhh eh uhh uhhh ahh ih oooh ohh ihhh uh oooh uhhh ahh ihh ih ahhh ehhh,2
uhhh uh iiih iih ehhh ehhh ihhh eh iiih oh ohhh uhhh uuuh iih uhh ah ehh uhhh ehhh ahh uuuh aah eh ehhh ihhh,2
aaah oooh ahh ehh ohh uuuh ihh ehh ahh iih,0
ahh ohhh uuh ih eeeh ehh ihhh iiih,2
ihhh eeh uh ihh eeeh ehh oh ahh uuuh ihh uh eeeh ohhh oh ihh iiih ooh eeeh ohhh uuuh,0
aaah eeh ihh ohh oh ohhh ahhh oh aah ehhh uuh oooh ohh ahh ooh iiih iih uhhh uuh ehhh ihhh ih ohhh uhh uuh,2
ihhh uh uuh eeeh ahh ihhh ahh aah oooh ah ohh ehh ehhh uhhh oooh eeeh,2
aah ohh ih eeh ihh eh,2
ihhh iiih ihhh iih ohhh ihhh ehh aaah oooh ahhh aaah ihh ahh eh eeeh aaah eh ooh ohh ihhh uuuh,2
ahhh ahhh ehhh ihh eeeh eeh uuuh ohh uuh ohhh oooh eh ohhh eeh iih ahh ih uuuh ahhh aaah uuuh eeeh aah ohh uhh ohh oooh oooh uhhh,0
ehhh uhh uh eeeh uuuh,2
iiih uhh ihh eh oh eeeh iiih oooh uh eeh ahh iih ooh ohhh ehh ahh ih uuuh eeeh ohhh eeeh,2
ehhh oh eeh ahhh uhh ohhh ihh uuh uhh ooh uuuh aaah ihh oh eeh uh ahh ohhh ihhh iiih eeh iih eh uhh ihhh ahhh uhhh,0
eeeh uhhh aaah aah uhh ihhh eeeh ooh ehhh ih eeeh ohhh uh eh ihh ahhh aaah ohhh ohh ahh ooh eh ihhh,2
ohh uh ehhh eeh ehhh oooh ohhh ahhh oh ahhh aaah uuh ohhh oooh oooh uuh aaah ohh ohh ihhh ahh ahh aah uuuh uhhh ohh ih ahhh ooh ahhh,0
eeh ahhh eeeh aah eeeh uuh ah ah uhh eeeh ih iiih ihhh uh uh ihh iiih aaah ahhh oh ih ehhh,2
aaah ah oooh ehh ehh uuh ihhh ehhh ehhh uhh ehhh oh ihh uhh oooh oooh ooh oh uhh uuh ohh eh ehhh ehh ahhh ohh ooh eeh,2
ohh iih ihhh oh oh ehh eeeh aaah uhh iih eeeh oooh aaah uh ohh uhhh iiih,0
eeh oh ohhh iiih aaah eh iiih aaah uuuh ahh uhhh uuuh ohh,0
uh uhhh ohh oh ahh uuh uhh eh ihh eeh oh ihh ooh oooh oh ehhh,0
ohhh eh ih ihhh uhhh iih oh ihh iiih,1
eeh aah ahhh ooh ahh ooh aaah ihhh aah eh ehhh ohhh eeeh iih ahhh ohh ihhh oh ahhh,2
ihhh iih ehh uhhh eeh oh ohh uuuh iih eeh uuuh ahhh ooh uuuh oh ooh ihh ohh ehh ehh uuh,0
aah ahhh eeh iih ahhh ohhh ehh ohh ihhh ahhh iih uh iih iiih uuh ihh,0
iiih oooh ah ehhh eeh uuh uh oooh aah uh ehh oooh ih ohhh ihh uuuh uhh uh aah uh ohhh uuuh,0
uh uhh ehhh ohh uhh ih eeeh aaah ahhh ahh oooh iih uhhh ih aaah uh ih eeeh uh aaah ehh ahhh oooh ihh ihh aaah oh aaah,0
ahh ih iiih oooh ohh ohhh iiih ehhh iih iih eeeh ooh uhh ihh oooh ooh uh ahhh eeh ehh aah eeh aah uuuh iih uuh ooh iiih uh eeh,1
ih ih ohh ah aaah eeh eh uuh uhh iih oh ahh,2
iiih ohh ah ih uuh ooh uhh aaah ihh eeeh uhh ohhh ehh ohh iiih eeeh ehh ohhh iih eeh uhhh oh ehh ih eeh uuh uuh aah ehhh ih,2
ooh eeeh ihhh iih ohh eeh oooh ehhh uhhh ooh ahh iih uhhh uh ohhh eeeh uhhh uh ehh uhh ih ihhh ehh eeh uhhh,0
ahh oh uhh ahhh ehhh eeeh ihh ahh ooh iih eh ooh ihh ehh ahh uuh uhhh ahhh uuuh eeh,1
ihh eh eh uhh eeeh ih aah ihhh uuh ahhh eeh iiih aaah ihh uh aaah ihh ohh ohh ehhh aaah uuuh ohhh iiih ohhh,2
ohhh uhh ahhh uhhh eh uhhh ooh,1
ohh ih aah ohhh ooh ahh ihh uuh ah ehh,2
ohhh uh ehh uh iiih eeh aah ooh uuuh ih iih ehh ihhh iih aah eh uuh ahh uhh uhhh eeeh uuh ohh uuh eh uhhh ehhh uuh ooh,2
eeeh oooh ahh uuh uuuh ohhh ihh ehh uhhh oooh uhh uuuh,0
eeeh ih ooh ohh ehhh ih uhh oh oh ehhh uhhh uuuh uuuh uhh,2
eeh uhh ih aah ihhh oooh aaah ehh oooh ihhh uuuh oooh iih uuh uhh eh aaah uuuh ehh uuh,0
ohh ihh iih uhhh ahh uuh ahhh uuuh ohh uhh uhh ihh ihh,1
ehh ehh ohh ohh ehhh iiih ohh oooh oooh ih uuuh ohhh aaah uhh,1
ahh eeeh iih iih ahhh eeh oooh ohhh ah uuh uuuh aaah aaah eh ohhh uuuh oh ohh ihh oooh oh ehh ehhh uuh uuh,0
uh ooh ohhh ihh ehh uuh oooh,0
ah ihhh ehhh uuuh uh ih uhhh uuuh uuuh ihh uhhh ehhh ehhh ehhh ihh ih oh iih,0
ihhh ihh ooh aaah aah aah ihh ooh aaah iih ihh uh ohhh ahhh ahhh eeh ooh aaah uuh,0
ihhh eeeh eh uuuh uh ihh ohh uuh iih uuh ehhh ohh oooh iiih ihh ohhh aaah aah ahhh uhh ih uh uh ehh ah,1
ooh aaah uhh ihhh eeh uh uh oh eeeh oooh,0
eeh aaah ih oooh eeeh oh uuuh ihhh ahh ohhh iiih ohhh ihh uuh ehhh oooh,0
eeeh ehhh oooh uhh ahhh ohhh ah ooh uuuh eeh ahh ahhh ooh ahh ih uhh iih ahhh iiih uhhh ohhh oh ehhh ih ehhh aah ahhh eeh aaah uuh,1
eh uuuh uuuh eeeh ohh ahhh ihh eh,1
uhhh ihhh ooh uhhh ih ooh ooh ohhh,2
ah uuuh eeeh ehhh ihhh iih ahh eeh,1
ohhh iih ehhh iih aaah uhh oh uhhh aah oooh uuh uhhh ehhh,0
ih iiih ih uhh ahh aaah,2
aah eeh ih ah ahh ihhh oooh oooh eeh eh ohhh ehhh oh ooh eeh oh ehhh uhhh uhhh ihh eh ohhh ahhh ihh uuuh,0
iih aaah uuuh oooh uuh oooh uuh uh uhh uhh ohhh ihhh ahh ehhh oooh aaah uuh iih,0
ohh ooh ahh ihh ah aaah ah eh ehhh eh ohhh uhh ahhh ah oooh,1
uhhh eeh ohh ahh ehh ohh uhh ooh oh iiih uuuh ahh ih eeh uhh aah ih,2
aaah oh eeh aah ah eeh uuuh ooh iiih,0
aah ihhh ehh ihhh uh eeeh uh uhhh eeh,1
ehhh eh eh iiih ohh ah ooh ahhh ah iih ih,2
iiih iiih uuuh ehhh ehhh uh uhhh iih iih ihh ohh ohhh uh aah ooh ohhh eeeh,1
ahh eeeh ehhh ehh uhhh uhhh aah ooh oooh ohhh ahh uuuh uh ihh iih uh eeeh aah uuh aah uhh oooh,1
ooh aah aaah oh uh ahh ehh eeeh ohhh ehhh iiih ahh uuuh iih,1
ihhh ih ih uuuh ehh eh uhh uuh ih ah ehh ihhh ehhh eeh aah ohh ehh uuh aah ahhh ehhh ehhh ooh ahhh ehh aah ehh,2
eh uuuh oh uhh eh oooh ooh ah oooh ohhh uh aah ehhh ohhh ooh ehh uuh uh ahhh uhhh uuuh ehh ohh uhhh ehh iiih ehhh ah,0
uuh aah ih aah ihh ohh uhhh eeeh uhh ohhh ihh ehhh iih uh eeh ahh ahh ihhh ehh uuuh eeh eeh uuh ah ihhh ahh uuuh,2
aah oooh uuuh ohh ihhh uhhh ooh,2
eeeh ahhh ooh eh ehh uhh ihh ohh ah ih ehh oh eh eeeh ih ehh ih iih aah eeh aaah uh uhh ohhh ooh,2
aaah eh aah ihh ih uuuh oh eh ehh ehh eh ih ehhh uuh uuuh eeh ihh ih eh ooh aah ah ehh uhh ahhh,2
ah aaah ah ah oh uuh ihhh ihh uuh uh ah eeeh uuuh oooh uh ohh,0
iiih ohhh eeeh uuuh uhhh ih ah ah ah ihh ih oh aaah uhhh oooh iih ih ih,0
oooh ehh eeeh iiih ah ehhh uuh eeeh ihh iiih ihh iiih ihh ahh eh oooh uhh ahh uh uuh ah ooh,2
uh ehh oh uhh ooh ahhh aah uuh iih ehh ehh eeeh oh iiih eeeh iiih ahhh uhh aaah,1
iiih eeeh iih ahhh ehhh aaah eh,2
ohh uhh oooh ehh ooh eeh ih ehhh aaah eh uhh,2
uhh ihhh eeeh uuuh uh oh ih iih uuuh ih eeh uhhh ihh oh ihh eeeh iiih uh ih ehh aah,0
eeh ehhh eh uh uuuh ehhh uhh ohhh oh uh uuuh ih ah ooh oooh ihh iiih aah aah oh uhh ooh oh uh ahhh,0
oh uh eeeh eeh eeeh ehhh ehhh uuuh ah oooh uh oooh uhhh ah uh ahhh ohhh ahhh uhhh ehh aaah ohhh eeeh,0
oh ohhh uuuh ihhh ahhh ihhh ohhh ah aah ohhh oooh ahhh uuuh uuh ihhh ohh oh uhh,0
aaah uhhh uuuh ehhh uuuh ihh ahh aah eeh eeh oh uhh uhhh iiih aaah aaah ohhh eeeh ooh eeeh oh ohhh ooh uh ooh iih,0
ohh ah ihhh uuuh uhh ooh ooh uh oh ahh ohhh ihhh iiih,2
ihhh uhhh eeeh ahh iiih,2
oooh aaah ahh aaah aah ohh ahh ehhh uh uuh ooh ihh ihh ooh uuuh uuh ahhh eeeh uhhh oooh ooh uuh eh aah eeeh ihh ahhh,2
uuh ah eh ihhh ohh aaah,2
ohh ihhh aah ohhh oh ihhh ahhh uuh aah eeh uuh eh ihhh ohh ahh ehhh ehh ehh oh aaah ooh ahhh uuh uhh aah,2
iih ahhh ih ahhh ahh uhhh ehh ahh ooh ih ohhh ahhh oh aaah eeh uuuh,0
oooh uuh uuh uuh ehhh aaah ah ihh aaah uhhh iiih uh ihh,0
ohh iiih iiih uuuh uh eh oooh ihhh eeeh oooh oooh ah oh oooh uuuh ih ihhh eeh,0
ahh oh ihhh eeeh ahh ehhh ih oh eeh aaah ahh oh,2
ahhh ahhh ah oh uh uhh eh iiih uhhh iih uh ihhh aah,0
aaah uhh uuh aaah ahh aaah aah uhh ahhh,2
uhhh ah ihh iih ehh ohh ih ehhh uhhh ehhh ihh ihhh aah oooh uhh uh ehhh ahh iih ahhh uhh aaah uhh,1
ahh ahhh ih oh aaah ahhh ihh uuuh oooh uh uuuh uh aaah iiih oh ih eeh eeeh eeh oh ahhh,0
ehhh aah aaah ihh ah oh eeh ehh iih ahh uh ahh,0
oh uh uh ehh aah ahhh ah eeeh eh ehhh ih uuuh aah uh eeh aaah ahhh ih uuh oh,0
ihhh ahhh uhhh ohhh eeeh iih uhh ooh iiih uuuh,1
ehh ihhh oh iih uhhh ahhh ahhh ehhh uuh uhhh oooh oooh ihhh iih,0
ahhh oooh ihhh ihh uhh uhh ehhh iiih oh ihh iih uuh oooh iiih ih ihh oooh aah aaah oooh ahhh eh ohh ahh eeh ah ehhh aaah ihhh,1
uuuh uuuh uh eeeh ahhh ihhh aaah ahh iih ahhh oh ihh ahhh ihhh ih uhh ih aah uhh ehh ohh eeh uh iiih eeh ihhh,0
ihh iih uhh iiih ihh ehhh aah eh ohh ihhh oooh oooh ih ehh ooh oh iiih ah iiih ahhh oooh eh uuuh ihhh eeh,2
ehhh eh oooh ohh uh eeeh uuuh aaah eh oh ah uuh ihhh iih oh ihh ooh ohhh uhhh ehh aaah,0
iiih ih ehhh ih aaah eh eeh uuh uuuh ooh eeeh oh,2
ohh uuuh uh aah ooh uh ehhh uuuh ohh ihh ehhh ehh oh aaah eeh uuh eh aaah iih,0
ehh oooh eh ooh ihh uuuh ohh oh eeeh uh ahh ehh uhh aaah eh eeh ahhh ooh,0
ih uhhh ohhh oh oooh iiih ihh ohh ih ihh uuh eeh ihh aah ahh ah eeh uuh ohhh ahhh ehh oooh eeh ih ohh uhhh iiih eeh uuh eeeh,0
uhhh uhhh aah ihhh ooh eeeh uuh ah uuh ih ih uuh iiih ah eh uuh aaah ohhh uuuh ehhh iih eeeh ooh eh,2
iiih eeh oh ooh eh eeeh aah eeeh ehh ohhh eeeh ih ah uh eeh ih oooh aaah ehhh aah eeh ooh ooh oh oooh ahh ooh ohh eeeh,2
ihhh iih eh eeh eeeh ah ihhh ihh uh oh ooh oooh eeeh uh ahhh ih ehh ehhh ihh aah uhhh ooh ihh uhh eh ohhh,0
ohh ihhh ahh ohhh uh ehh oh uhhh uuh ohh oooh ahh ah uuuh ehhh eeh ahhh ohhh ohh oh ohh uuuh eh,0
ah aaah iiih ah ihhh ahh uuh uh ooh eeeh ih ehhh oh uuh eeeh eeeh ahh ehhh oooh aah,2
ahh ah ohhh ah iih ooh aah aaah uuh eeh iih ahh uhh ohhh ohhh uuuh uhh,0
eh uh ohhh ohhh aaah ohh iiih iih oooh ohh uh aaah ahh ih ehh ihh ehh eh ihh ohh uh eeh oh ihhh ah,0
uhh oh eh ooh uuuh ihhh ooh ah ohh iiih ahhh iiih eeh eeh eeh iiih ihhh uuuh aah eh,2
ihhh ih eeh ah iih ooh eeeh eh,2
eeh eh ehhh uuh eeh oh uhh ihhh ih uuh ahhh oooh iiih ihh oooh aaah aaah eh oh uhh uhhh aah eeeh ohh iiih iiih ahh ihh,2
iiih ohh ohhh iiih uhhh ihhh oooh ah eeeh ihhh eh ah aaah ah uuuh ah,0
ehhh ih aah ahh uh ahh eh ihhh ah ohhh iih ohhh ehh,2
ehhh uuh ih ohh eeeh uh ohhh oooh ooh ohhh ih ihhh ohh ohh ahh ohh ehhh ah aah ahh uuuh uh uh ihhh ooh,2
ihh iih ehh ooh iiih oooh eeh ehh aaah iih aaah ohh ohhh aaah ehh ah ahh ahh iih uhh uhhh ih,0
eeh uuuh ohh iiih ehhh oh uhhh ah uh uuuh uuuh aaah ah ohh eh ahh ehh ahh ihhh uh ohhh uhhh uh uhh oooh eh ahh ihhh aaah,0
aah eeeh ahh ihhh iiih uuh ahh ihh ahhh oh ahh ihhh aah ohhh ihh iiih iih ehh ohh iiih,2
uuuh iih uuuh ahh ehhh aaah uh ohh iih oh ahh ahh eeeh ooh ooh uuh ahh ahh uh eeh eeeh ahhh uhhh,2
eeh ih aah uhhh ohh uuh ehh eeh uhhh ihhh ihh ehh,0
uuuh uh uuh ehhh eh ih ohh eeeh uhh uuh ihh ohh uuuh ihh eeh ahh ahhh oh aaah ahhh eeeh aaah ohhh aah ehhh iiih ihh ih aaah oooh,1
oh iiih uhh oh ahhh ih ooh,2
iiih ihhh ehh ihh oh uuuh uh ohhh ahh ohh aaah ihh uhh ehh eh ih uh ohh uh ah eh iih ihhh uhhh iiih iiih,0
uuh oooh ihhh uh iiih eeh ihh ohhh,0
ehhh eeh uhh uuh uuh uuuh ahh ehh aah ahhh aaah uuh uuh,2
ohhh ehhh oooh oooh uuuh ehhh ehh ooh iih iiih ohh oh aaah uh,0
ah ihhh oh ohhh ehh aaah ehhh eeh oh oh uuh iih ahh aah ohhh uh ohhh uhh uuh eh uhhh aaah ih ehhh ehhh uuh ohh eh,1
oh ih oh oh iiih ehh oh ohhh ihhh uuh aaah uuuh ihh ehh ohhh uh ihh ih aah eeeh eeh uhhh ah ah aah ehhh ah,0
ahh uhh ih ehh ihhh uhhh oooh uhh,2
ooh eh uuuh ih ehh aah uuuh eh oh ohhh,1
aah aaah oooh ooh aah oh ihhh ahhh ehhh oooh uh ohhh ehhh eeeh ohhh oooh eeeh oh uuuh iiih iiih ihh uh ih ahh oh ooh ihh iih ooh,0
iiih uhh eh ehh iih oh uhh aaah iih ahhh oooh ah uhhh uh ahhh uuh ohh ehhh ih uuuh iih ah ahhh ih iiih ihh eh,0
ihhh oh ooh ah iih ohh uhhh oh ahh ahhh iih eeeh uuh eh ahhh uuuh ohhh uhhh iiih ihhh aaah iih,0
uhh aah uhh ihh ehhh,2
eeeh eeeh ehhh ohh eh uuh ih uuuh uh ahhh ooh eh uhh uuh oh ehh ah oh ihh uhhh eeh uuh uuuh uhh iiih iiih ohh ihh,2
oooh uuuh ehhh ih ahhh eh ahhh ah oh eh uuuh eeh oooh ahhh ahhh eh oh oh iiih iih eh eeh eh uh,0
oh aah ehhh iih uuh eh iih ehhh aah ihhh ahhh ooh ahh uuh ih uh uhhh eeeh ahh uh eeeh ohh oooh iiih,2
ihh aah ahh aah ehh uhhh,1
ahh ahh ihh oh ehhh uhhh oh eh,1
ohhh uuuh iiih ohhh ihhh ah ihhh oh ahhh ih oh ooh oooh oh ih ah eeh aah ehhh oooh ih uhh ah,0
ihhh uhhh oh ooh oh ohhh ooh uuh uh,1
oooh eeh oh ihhh ohh ohhh ih uuuh iih eeh uhh iiih ahhh ihhh ehh ah uh ohh ehh eeeh eeh iiih ahh uhhh eeeh ehh ooh,0
ahh ih ih ohh uhhh ehh eh uh uuuh uuuh ihhh ohhh aah uuuh eeh ohhh eh ahhh eeh ah eh ohhh uuuh iiih uuh ohh ih eh,1
eeh iiih ehh oh ihh uuh uhhh eeeh,0
eeh oooh uuuh ahhh iih ahhh uuh iiih ooh uuh ohhh iiih uuuh iiih aaah iiih ihh iiih uuh oh oooh ohh uuh,1
ih uhhh uhh ahh iiih eeeh ah eeh uuuh uhhh ooh ih uhh eeh eeh ooh ehhh ahhh ih ehh ehhh aaah ohh ih,2
